epoch,flavour_accuracy,flavour_loss,interaction_accuracy,interaction_loss,is_antineutrino_accuracy,is_antineutrino_loss,loss,lr,neutrons_accuracy,neutrons_loss,pions_accuracy,pions_loss,pizeros_accuracy,pizeros_loss,protons_accuracy,protons_loss,val_flavour_accuracy,val_flavour_loss,val_interaction_accuracy,val_interaction_loss,val_is_antineutrino_accuracy,val_is_antineutrino_loss,val_loss,val_neutrons_accuracy,val_neutrons_loss,val_pions_accuracy,val_pions_loss,val_pizeros_accuracy,val_pizeros_loss,val_protons_accuracy,val_protons_loss
10,0.9047250151634216,0.2642156779766083,0.6991937160491943,0.31354430317878723,0.4810905158519745,0.037695176899433136,2.3177342659091904,0.0059873685,0.4805425703525543,0.6560330390930176,0.8855397701263428,0.2712298035621643,0.9412775635719299,0.14882194995880127,0.6110437512397766,0.5511960983276367,0.8878484964370728,0.3051028847694397,0.6928250193595886,0.34660372138023376,0.4823313057422638,0.039927225559949875,2.5462172907923213,0.4642391800880432,0.6891239881515503,0.8616955280303955,0.30968135595321655,0.9304976463317871,0.17596212029457092,0.5985702276229858,0.6047909259796143
11,0.9056993126869202,0.2618190050125122,0.699012279510498,0.3120996654033661,0.48109957575798035,0.037669144570827484,2.305488071305093,0.005688,0.48156407475471497,0.6541078686714172,0.8862292170524597,0.26903027296066284,0.9419125914573669,0.14772270619869232,0.615652322769165,0.5479632616043091,0.8863014578819275,0.3089822828769684,0.6962447762489319,0.3490039110183716,0.48327580094337463,0.039780449122190475,2.556113220646457,0.4645323157310486,0.691620945930481,0.8673136830329895,0.3096558153629303,0.931035041809082,0.1766260415315628,0.5873175859451294,0.6053380370140076
12,0.906813383102417,0.258430540561676,0.7003530859947205,0.31027913093566895,0.481101393699646,0.03759291023015976,2.289042334462346,0.00054036,0.48313894867897034,0.6514216661453247,0.887435793876648,0.26608529686927795,0.9428107142448425,0.14614547789096832,0.6194316744804382,0.5439746379852295,0.8874739408493042,0.3060353398323059,0.6929715871810913,0.34737250208854675,0.4823150038719177,0.04057403281331062,2.5509233764213097,0.46420660614967346,0.6899858117103577,0.8677859306335449,0.30895090103149414,0.9302533864974976,0.17786705493927002,0.595443606376648,0.6050199270248413
13,0.9070582985877991,0.25811153650283813,0.6991972923278809,0.3100295066833496,0.481101393699646,0.037605222314596176,2.287038684619765,0.000513342,0.48300832509994507,0.6509239077568054,0.8875755071640015,0.2657618820667267,0.9426237940788269,0.1460724025964737,0.6183611750602722,0.5434088706970215,0.886952817440033,0.3073546290397644,0.6938998103141785,0.34623467922210693,0.4827384054660797,0.03950238227844238,2.549085512640825,0.4634900987148285,0.6902862191200256,0.8656689524650574,0.3104189336299896,0.930904746055603,0.17646509408950806,0.5950039029121399,0.6036970019340515
14,0.9073213934898376,0.25794562697410583,0.6987945437431335,0.30996617674827576,0.4811123013496399,0.03760777786374092,2.2856613604156295,4.8767488e-05,0.4833367168903351,0.6506304740905762,0.8877333402633667,0.2657757103443146,0.9428034424781799,0.1458975076675415,0.6194461584091187,0.5427106022834778,0.8887929916381836,0.30372339487075806,0.6915223002433777,0.34865686297416687,0.4831618070602417,0.04005295783281326,2.551576931008204,0.46567222476005554,0.6898931264877319,0.8671345710754395,0.3098103702068329,0.9303348064422607,0.17769382894039154,0.5954761505126953,0.6066212058067322
15,0.907036542892456,0.2577613294124603,0.6991773843765259,0.30987852811813354,0.4811231791973114,0.03760594129562378,2.2860100739586455,4.6329114e-05,0.4829303026199341,0.6507729887962341,0.8875682353973389,0.26574206352233887,0.9428977966308594,0.14587435126304626,0.6184863448143005,0.5432544350624084,0.8868225812911987,0.3066900372505188,0.6923853754997253,0.3451578915119171,0.48119136691093445,0.040411729365587234,2.552081326198429,0.46262702345848083,0.691156268119812,0.8665157556533813,0.3108874261379242,0.9304324984550476,0.17675751447677612,0.5962578058242798,0.6058972477912903
16,0.9074974060058594,0.257678747177124,0.6990594267845154,0.3097953498363495,0.4811050295829773,0.03761012852191925,2.284909086073141,4.401266e-05,0.4832169711589813,0.6505591869354248,0.8872597813606262,0.26557719707489014,0.942870557308197,0.14574341475963593,0.6186315417289734,0.5428208112716675,0.8882718682289124,0.3045443296432495,0.6926133632659912,0.34738898277282715,0.48286867141723633,0.04048966243863106,2.5474852831678008,0.4655745327472687,0.6900105476379395,0.8658643960952759,0.30991610884666443,0.930855929851532,0.17509502172470093,0.5982933640480042,0.6049194931983948
17,0.9071399569511414,0.2577008306980133,0.6988598704338074,0.31000763177871704,0.48111048340797424,0.03764664754271507,2.2858033951236836,4.1812027e-06,0.48329681158065796,0.6507904529571533,0.8875101804733276,0.2658751308917999,0.9428778290748596,0.145821213722229,0.6188238263130188,0.5428422093391418,0.8867899775505066,0.30745628476142883,0.6933624148368835,0.3483560383319855,0.4826732575893402,0.039699096232652664,2.552796770720012,0.463555246591568,0.6897330284118652,0.868404746055603,0.30937471985816956,0.9302371144294739,0.1774301379919052,0.5933102965354919,0.6056264042854309
18,0.9073196053504944,0.2577873468399048,0.6994822025299072,0.30973124504089355,0.48111048340797424,0.0375729538500309,2.285286389805843,3.9721426e-06,0.48333126306533813,0.6504341959953308,0.8876643776893616,0.2657794952392578,0.9427508115768433,0.14595875144004822,0.6180092096328735,0.542900800704956,0.8881253004074097,0.304456502199173,0.6942580938339233,0.3461470603942871,0.4816961884498596,0.03995981439948082,2.5470551405181605,0.4634086787700653,0.6890921592712402,0.8672648668289185,0.3098043203353882,0.9300580024719238,0.17812763154506683,0.5882784128189087,0.6043456792831421
19,0.9075101017951965,0.2577802240848541,0.6987563967704773,0.309810608625412,0.4811050295829773,0.03757592663168907,2.285438783669481,4.75e-07,0.48336032032966614,0.6506521701812744,0.8875609636306763,0.26569366455078125,0.9427490234375,0.1458536833524704,0.6178839802742004,0.542944073677063,0.8872948288917542,0.30580317974090576,0.6925807595252991,0.3483026623725891,0.4830315411090851,0.04008472338318825,2.5554471913571777,0.463848352432251,0.6920053362846375,0.8672648668289185,0.3113355040550232,0.9308722019195557,0.1760290116071701,0.5879364013671875,0.6067647337913513


